26|Curse of Chaos|Tiefling|Champion|C: Use curse of chaos for free when a nearby enemy gets a natural 1 attack roll.
27|Elven Grace|Wood Elf|Champion|C: Start your elven grace rolls with a d4 instead of a d6.
28|Barbarian Rage|Barbarian|Adventurer|A: When esc die is 4+, start raging for free as a quick action.
29|Barbarian Rage|Barbarian|Champion|C: Now start raging for free when esc. die is 3+.
30|Barbarian Rage|Barbarian|Epic|E: Now start raging for free when esc. die is 2+.
31|Anc.Warband|Barbarian|Epic|E: The warband fights for 1 round even after you are unconscious.
32|Barbaric Cleave|Barbarian|Adventurer|A: Gain +2 bonus to Barbaric Cleave attacks, and on a hit with Barbaric Cleave, you can heal using a recovery.
33|Barbaric Cleave|Barbarian|Champion|C: You can move for free before using a Barbaric Cleave attack.
34|Barbaric Cleave|Barbarian|Epic|E: Use Barbaric Cleave as often as you want in one battle.
35|Building Frenzy|Barbarian|Adventurer|A: The bonus damage dice are now d6s instead of d4s.
36|Building Frenzy|Barbarian|Champion|C: The bonus damage dice are now d10s instead of d6s.
37|Building Frenzy|Barbarian|Epic|E: Use Building Frenzy twice per day now.
38|Natural Will|Barbarian|Adventurer|A: Use Natural Will twice per day now.
39|Natural Will|Barbarian|Champion|C: Bonus increases to +4 MD.
40|Natural Will|Barbarian|Epic|E: Use Natural Will as a free action, even as a reaction to an attack.
41|Relentless|Barbarian|Epic|E: Gain resist damage 12+ until next turn after you crit.
42|Slayer|Barbarian|Adventurer|A: Gain +2 bonus to Slayer attacks.
43|Slayer|Barbarian|Champion|C: Once per battle, deal Slayer damage on a miss.
44|Slayer|Barbarian|Epic|E: Gain 20 temp hp when your Slayer attack drops a non-mook enemy.
45|Strongheart|Barbarian|Adventurer|A: Increase your maximum recoveries by 1.
46|Strongheart|Barbarian|Champion|C: You gain +1 PD and when you heal using a recovery, you can roll a save.
47|Strongheart|Barbarian|Epic|E: Increase your maximum recoveries by 1 (2 total).
48|Unstoppable|Barbarian|Adventurer|A: The recovery from your Unstoppable attack is free.
49|Unstoppable|Barbarian|Champion|C: Add 2 x Con mod to the total healing from the Unstoppable recovery.
50|Unstoppable|Barbarian|Epic|E: Use Unstoppable twice per battle now.
51|Violence|Barbarian|Champion|C: Deal half damage with missed attacks when you use Violence.
52|Violence|Barbarian|Epic|E: Attack roll bonus using Violence increases to +1d6 from +1d4.
53|Whirlwind|Barbarian|Adventurer|A: Deal normal miss damage with missed Whirlwind attacks.
54|Whirlwind|Barbarian|Champion|C: Penalty to AC and PD from Whirlwind is now –2. Disengage attempts after using Whirlwind succeed automatically.
55|Whirlwind|Barbarian|Epic|E: Use Whirlwind anytime during your turn now.
56|Bardic Songs|Bard|Adventurer|A: Songs continue for one round when you are silenced, stunned, or unconscious.
57|Battle Cries|Bard|Adventurer|A: Use your 1st or 3rd level battle cries without making a melee attack.
58|Balladeer|Bard|Adventurer|A: First time you use the ballad-created relationship, 5s become 6s. +2 to Balladeer checks.
59|Balladeer|Bard|Champion|C: Sing two ballads a day.
60|Balladeer|Bard|Epic|E: Gain 3 or 4 bonus dice at the cost of an equal number of cursed dice with each enemy.
61|Battle Skald|Bard|Adventurer|A: Once per day, use battle cries on yourself.
62|Battle Skald|Bard|Champion|C: Battle cries used on yourself also help an ally.
63|Battle Skald|Bard|Epic|E: Once per battle, reroll an attack meant to trigger a battle cry.
64|Jack of Spells|Bard|Adventurer|A: Gain 3 cantrips if you choose wizard; gain dancing lights if you choose sorcerer. Also use Charisma for attack and damage bonuses with the spell you’ve jacked.
65|Jack of Spells|Bard|Champion|C: Jack another spell from a second other spell-casting class.
66|Jack of Spells|Bard|Epic|E: Jack another spell from a third other spell-casting class.
67|Hang Tough!|Bard|Adventurer|A: If the ally is staggered, double hang tough temporary hp.
68|Hang Tough!|Bard|Champion|C: Add your level to the temporary hp (before any doubling for being staggered).
69|Hang Tough!|Bard|Epic|E: You can be the target of hang tough.
70|It’s All Yours!|Bard|Adventurer|A: Your ally’s attack also deals +1d6 damage.
71|It’s All Yours!|Bard|Champion|C: Damage bonus increases to +3d6.
72|It’s All Yours!|Bard|Epic|E: Damage bonus increases to +3d12.
73|Move It!|Bard|Adventurer|A: Your allies gain a +2 bonus to move it disengage checks.
74|Move It!|Bard|Champion|C: Bonus increases to +5.
75|Move It!|Bard|Epic|E: Ally can pop free of one enemy automatically before rolling disengage.
76|Pull It Together!|Bard|Adventurer|A: Target ally also heals +1d4 hp per point of escalation die.
77|Pull It Together!|Bard|Champion|C: Battle cry now triggers on any natural even roll; healing increases to +1d6 per point.
78|Pull It Together!|Bard|Epic|E: Use the battle cry 3 times per battle; healing increases to +1d10 per point.
79|Stay Strong!|Bard|Adventurer|A: The AC bonus also applies to PD.
80|Stay Strong!|Bard|Champion|C: The AC bonus also applies to MD.
81|Stay Strong!|Bard|Epic|E: Bonus increases to +4.
82|The Time Is Now|Bard|Epic|E: The battle cry now triggers on a natural 18+ instead of 19+.
83|They Fall Before Us!|Bard|Epic|E: The battle cry now triggers on a natural 19+ instead of 20+.
84|Victory is Ours!|Bard|Champion|C: Trigger is now 3+ on the escalation die instead of 5+.
85|Victory is Ours!|Bard|Epic|E: Allies’ damage bonus is now +3d12.
86|We Need You!|Bard|Adventurer|A: The battle cry save now gets a +1 bonus.
87|We Need You!|Bard|Champion|C: Save bonus increases to +2.
88|We Need You!|Bard|Epic|E: If escalation die is 3+, two allies can roll a save.
89|Arrow of Verse|Bard|Champion|C: Recharge after battle is now 11+.
90|Arrow of Verse|Bard|Epic|E: Bonus dice and miss dice are now d12s.
91|Battle Chant|Bard|Adventurer|A: Use d6s instead of d4s for battle chant damage.
92|Battle Chant|Bard|Champion|C: Once per day, expend a recovery to reroll a battle chant attack.
93|Battle Chant|Bard|Epic|E: One battle per day, use d10s instead of d6s for battle chant damage.
94|Befuddle|Bard|Adventurer|A: Recharge check for befuddle now 6+.
95|Befuddle|Bard|Champion|C: Target of befuddle now only needs to be in sight.
96|Befuddle|Bard|Epic|E: On a hit, the confusion effect is now save ends.
97|Overworld Two-Step|Bard|Champion|C: Recharge check is 11+.
98|Overworld Two-Step|Bard|Epic|E: Far away allies can now also have their positions swapped.
99|Song of Thunder|Bard|Champion|C: Number of targets increases to 2d4.
100|Song of Thunder|Bard|Epic|E: Two of the targets can now be far away.
101|Soundburst|Bard|Adventurer|A: On a natural even hit, the dazed effect is now save ends.
102|Soundburst|Bard|Champion|C: Spell is now recharge 16+ after battle.
103|Soundburst|Bard|Epic|E: Spell now targets 1d4 + 1 enemies in a group.
104|Vicious Mockery|Bard|Adventurer|A: Hit effect is now a save ends effect.
105|Vicious Mockery|Bard|Champion|C: Recharge check for vicious mockery now 6+.
106|Vicious Mockery|Bard|Epic|E: Natural even miss doesn’t expend vicious mockery.
107|Wild Heal|Bard|Adventurer|A: Wild heal is now recharge 16+ after battle.
108|Wild Heal|Bard|Champion|C: Add a third random target.
109|Wild Heal|Bard|Epic|E: Wild heal effect now provides free recoveries.
110|Heal|Cleric|Adventurer|A: Target can now be nearby instead of ally you’re next to.
111|Heal|Cleric|Champion|C: If target is unconscious, add 1d10 x your Cha mod to recovery.
112|Heal|Cleric|Epic|E: Add +30 hp to recovery if you’re next to target.
113|Domain: Healing|Cleric|Adventurer|A: Allies you heal can use your recoveries instead.
114|Domain: Healing|Cleric|Champion|C: Invocation of healing provides 2 extra uses of heal that battle.
115|Domain: Healing|Cleric|Epic|E: Allies you heal add triple your level hp instead of double.
116|Domain: Justice OR Vengeance|Cleric|Adventurer|A: You can give the reroll blessing to yourself.
117|Domain: Justice OR Vengeance|Cleric|Champion|C: When you gain a reroll blessing, gain two blessings instead of one.
118|Domain: Justice OR Vengeance|Cleric|Epic|E: Gain a +4 bonus to the rerolled attack.
119|Dom: Knowledge OR Lore|Cleric|Adventurer|A: Once per day, change knowledge skill roll to natural 20.
120|Dom: Knowledge OR Lore|Cleric|Champion|C: Now use a d4 for invocation instead of d6.
121|Dom: Knowledge OR Lore|Cleric|Epic|E: Gain a positive relationship point with different random icon each day.
122|Domain: Life OR Death|Cleric|Adventurer|A: The death save bonus is now +2.
123|Domain: Life OR Death|Cleric|Champion|C: Each battle, the first nearby ally that becomes staggered gains hit points equal to double your level.
124|Domain: Life OR Death|Cleric|Epic|E: You gain one free use of resurrection.
125|Domain: Love OR Beauty|Cleric|Champion|C: You gain a two-dice conflicted icon relationship instead.
126|Dom: Protection OR Community|Cleric|Adventurer|A: One ally can roll a save each time you target allies with a spell.
127|Domain: Strength|Cleric|Adventurer|A: Once per battle, deal bonus damage with melee attack, d4s equal to Strength modifier or level, whichever is higher.
128|Domain: Strength|Cleric|Champion|C: Damage bonus dice are now d8s instead of d4s.
129|Domain: Strength|Cleric|Epic|E: Once per day, the damage bonus dice are d20s instead of d8s.
130|Domain: Sun or Anti-Undead|Cleric|Adventurer|A: Your attacks dealing holy damage gain a +1 damage bonus per tier.
131|Domain: Sun or Anti-Undead|Cleric|Champion|C: Gain a +2 bonus to all defenses against attacks by undead.
132|Domain: Sun or Anti-Undead|Cleric|Epic|E: The Sun/Anti-Undead invocation also affects your allies’ spells.
133|Domain: Trickery OR Illusion|Cleric|Champion|C: Your trick die can now be used for any d20 roll.
134|Domain: Trickery OR Illusion|Cleric|Epic|E: You get a free use of the trick die when the escalation die reaches 3+.
135|Domain: War OR Leadership|Cleric|Adventurer|A: The domain power works with any attack now.
136|Domain: War OR Leadership|Cleric|Champion|C: The attack bonus can now apply to multiple enemies you attack.
137|Domain: War OR Leadership|Cleric|Epic|E: Your allies also get a damage bonus against the enemies you attack equal to double your Cha mod.
138|Circle of Prot|Cleric|Epic|E: Spell is now recharge 16+ after battle instead of daily.
139|Combat Boon|Cleric|Adventurer|A: The combat boon save automatically succeeds if the attack is a crit.
140|Combat Boon|Cleric|Champion|C: Ally can roll a save even if attack misses.
141|Javelin of Faith|Cleric|Adventurer|A: Deals +1d6 damage vs. undamaged target. Increases at each tier.
142|Javelin of Faith|Cleric|Champion|C: Spell can now target far away enemy with –2 attack penalty.
143|Javelin of Faith|Cleric|Epic|E: Make the spell’s attack a second time when roll a natural 18+.
144|Judgment|Cleric|Champion|C: Spell now deals half damage on a miss.
145|Judgment|Cleric|Epic|E: Spell is now recharge 16+ after battle instead of daily.
146|Mighty Healing|Cleric|Champion|C: This spell is now a close-quarters spell.
147|Prayer for Readiness|Cleric|Epic|E: This spell is now a quick action to cast.
148|Spirits of the Righteous|Cleric|Champion|C: You also gain the AC bonus.
149|Turn Undead|Cleric|Adventurer|A: You can expend turn undead to gain an extra use of heal for one battle.
150|Turn Undead|Cleric|Champion|C: Target demons or undead with turn undead.
151|Turn Undead|Cleric|Epic|E: Increase target hp limit by 100 hp.
152|Extra Tough|Fighter|Adventurer|A: Gain an additional recovery.
153|Threatening|Fighter|Adventurer|A: Deal damage to enemies that fail to disengage from you equal to your Dex or Con mod; increases at 5th and 8th level.
154|Threatening|Fighter|Champion|C: Non-mook enemies that fail to disengage from you are vulnerable.
155|Cleave|Fighter|Adventurer|A: You can move to reach a new target before using your Cleave attack.
156|Cleave|Fighter|Champion|C: Use Cleave twice each battle now (but only once per round).
157|Cleave|Fighter|Epic|E: Gain a +4 bonus with Cleave attacks.
158|Comeback Strike|Fighter|Adventurer|A: You don’t take the –2 penalty for Comeback Strike attacks.
159|Comeback Strike|Fighter|Champion|C: Once per day, use Comeback Strike twice in a battle.
160|Comeback Strike|Fighter|Epic|E: Gain a +4 bonus with Comeback Strike attacks.
161|Counter-Attack|Fighter|Adventurer|A: Counter-Attack attack now deals full damage.
162|Counter-Attack|Fighter|Champion|C: Use Counter-Attack once per turn instead of per round.
163|Counter-Attack|Fighter|Epic|E: Use Counter-Attack when escalation die is 3+.
164|Deadeye Archer|Fighter|Adventurer|A: Spend a quick action before attack to add your Dex mod to the damage if you miss.
165|Deadeye Archer|Fighter|Champion|C: Once per battle, your crit range with a ranged attack expands by +4.
166|Deadeye Archer|Fighter|Epic|E: Your crit range with ranged weapon attacks expands by +1.
167|Heavy Warrior|Fighter|Adventurer|A: Once per day, use Heavy Warrior twice in a battle.
168|Heavy Warrior|Fighter|Champion|C: Heavy Warrior now works against an attack vs. PD.
169|Heavy Warrior|Fighter|Epic|E: Once per day, reroll a recharge roll for a magic armor power.
170|Power Attack|Fighter|Adventurer|A: Deal Power Attack damage even if you miss.
171|Power Attack|Fighter|Champion|C: One battle per day, use Power Attack twice in a battle.
172|Power Attack|Fighter|Epic|E: Power Attack damage dice increase to 1d6 (1-H) or 1d8 (2-H).
173|Skilled Intercept|Fighter|Adventurer|A: You can pop free from up to 2 enemies when using Skilled Intercept.
174|Skilled Intercept|Fighter|Champion|C: Add escalation die to Skilled Intercept saves.
175|Skilled Intercept|Fighter|Epic|E: You do not take opportunity attacks while using Skilled Intercept.
176|Tough as Iron|Fighter|Adventurer|A: Once per day, rally a second time in the same battle using a quick action.
177|Tough as Iron|Fighter|Champion|C: Increase your total recoveries by 2.
178|Tough as Iron|Fighter|Epic|E: Gain another use of Tough As Iron when you roll a natural 20 with an attack.
179|A Dozen Cuts|Fighter|Champion|C: Once per battle, trigger a dozen cuts with a natural odd hit.
180|Brace for It|Fighter|Adventurer|A: Brace for it now works against any type of attack.
181|Brace for It|Fighter|Champion|C: Brace for it now works any number of times before your next turn.
182|Carve an Opening|Fighter|Champion|C: Crit range expands by +2 instead of +1.
183|Combat Mastery|Fighter|Epic|E: Combat mastery now triggers on any natural even hit.
184|Deadly Assault|Fighter|Adventurer|A: Effect now let’s you reroll 1s and 2s for damage.
185|Deadly Assault|Fighter|Champion|C: Deadly assault now triggers on any natural 17+.
186|Defensive Fighting|Fighter|Adventurer|A: AC bonus also applies to PD.
187|Defensive Fighting|Fighter|Champion|C: Bonus increases to +3.
188|Defensive Fighting|Fighter|Epic|E: AC bonus also applies to MD.
189|Heavy Blows|Fighter|Champion|C: Triggers on any miss if using two-handed weapon.
190|Heavy Blows|Fighter|Epic|E: Add double (1-H) or triple (2-H) the escalation die to miss damage.
191|Hero’s Skill|Fighter|Champion|C: Add +4 instead of +2.
192|Hero’s Skill|Fighter|Epic|E: The damage is no longer halved if the attack hits.
193|Never Surrender|Fighter|Epic|E: Gain a +2 bonus to your never surrender save.
194|Precision Attack|Fighter|Adventurer|A: Precision attack now works with ranged attacks.
195|Punish Them|Fighter|Adventurer|A: Stop the movement of the target of your punish them attack.
196|Punish Them|Fighter|Champion|C: Dazed effect is now a save ends effect (11+).
197|Punish Them|Fighter|Epic|E: Dazed effect is now weakened (11+ save ends).
198|Second Shot|Fighter|Champion|C: The second shot attack only takes a –2 penalty.
199|Set ’em Up|Fighter|Epic|E: The crit range bonus now also applies to any ally who attacks the target while you are engaged with the target.
200|Shield Bash|Fighter|Adventurer|A: Can pop the target free of your allies.
201|Shield Bash|Fighter|Champion|C: Once per battle, daze your shield bash target if it’s staggered.
202|Spinning Charge|Fighter|Epic|E: Your spinning charge attack deals full damage is esc die is 3+.
203|Steady Now|Fighter|Champion|C: Gain temporary hp equal to double your Con mod instead.
204|Strong Guard|Fighter|Champion|C: AC bonus also applies to PD.
205|Strong Guard|Fighter|Epic|E: Bonus increases to +3.
206|Sword of Destiny|Fighter|Epic|E: Now trigger sword of destiny with a natural 18+ if the esc die is 3+.
207|Two-Weapon Pressure|Fighter|Champion|C: The attack bonus increases to +4.
208|Smite Evil|Paladin|Adventurer|A: Gain a +4 attack bonus with Smite Evil attacks.
209|Smite Evil|Paladin|Champion|C: Add a total of +2d12 damage with Smith Evil.
210|Smite Evil|Paladin|Epic|E: Add a total of +4d12 damage with Smite Evil.
211|Bastion|Paladin|Adventurer|A: Increase your total recoveries by 1.
212|Bastion|Paladin|Champion|C: Once per day, use Bastion twice in a battle.
213|Bastion|Paladin|Epic|E: Your ally takes no damage; you still take half.
214|Cleric Training|Paladin|Adventurer|A: Use your Charisma as the attack ability for cleric spells.
215|Cleric Training|Paladin|Champion|C: Cast the cleric’s heal spell twice per day.
216|Cleric Training|Paladin|Epic|E: Choose 2 cleric spells to gain instead of one.
217|Fearless|Paladin|Adventurer|A: Gain a +1 bonus to death saves.
218|Fearless|Paladin|Champion|C: Gain a +1 bonus to all saves except death saves.
219|Fearless|Paladin|Epic|E: Nearby allies gain a +1 bonus to death saves.
220|Implacable|Paladin|Adventurer|A: You gain a +1 bonus to saves.
221|Implacable|Paladin|Champion|C: Once per turn, you can take damage equal to your level to reroll a save.
222|Implacable|Paladin|Epic|E: You gain a +1 bonus to Physical Defense and a +1 bonus to Mental Defense.
223|Lay on Hands|Paladin|Adventurer|A: Add twice your Cha mod to Lay on Hands healing.
224|Lay on Hands|Paladin|Champion|C: Lay on Hands healing uses a free recovery instead of one of your own.
225|Lay on Hands|Paladin|Epic|E: Two additional uses of Lay on Hands each day.
226|Paladin’s Chal|Paladin|Adventurer|A: The attack and disengage penalty is equal to –4 or to the esc. die, whichever is higher
227|Paladin’s Chal|Paladin|Champion|C: You can have two enemies challenged at same time.
228|Paladin’s Chal|Paladin|Epic|E: Enemies you challenge are vulnerable to your attacks.
229|Path of URE|Paladin|Adventurer|A: Once per day, reroll relationship dice with a good or ambiguous icon.
230|Path of URE|Paladin|Champion|C: Your melee and ranged attacks deal holy damage.
231|Path of URE|Paladin|Epic|E: Gain 1 relationship point with a good or ambiguous icon.
232|Way of Evil Basd|Paladin|Adventurer|A: Once per day, reroll relationship dice with evil or ambiguous icon.
233|Way of Evil Basd|Paladin|Champion|C: When your Smite Evil attack kills 3 or more mooks, you don’t expend it.
234|Way of Evil Basd|Paladin|Epic|E: Gain 1 relationship point with an evil or ambiguous icon.
235|Archery|Ranger|Adventurer|A: Gain +2 attack bonus and +1 crit range to Archery rerolls.
236|Archery|Ranger|Champion|C: Once per day, use Archery twice in a battle.
237|Archery|Ranger|Epic|E: Once per day, turn a hit with a ranged attack into a crit.
238|Double Melee Attack|Ranger|Adventurer|A: Gain a +2 bonus with your second attack, if it’s against a different target.
239|Double Melee Attack|Ranger|Champion|C: Once per battle, use Double Melee Attack after an odd attack roll.
240|Double Melee Attack|Ranger|Epic|E: Pop free of one enemy before a Double Melee Attack roll. Use your move action in between attacks.
241|Double Ranged Attack|Ranger|Adventurer|A: Gain a +2 bonus with your second attack, if it’s against a different target.
242|Double Ranged Attack|Ranger|Champion|C: Once per battle, use Double Ranged Attack after an odd attack roll.
243|Double Ranged Attack|Ranger|Epic|E: Pop free of one enemy before a Double Ranged Attack roll. Use your move action in between attacks.
244|Favored Enemy|Ranger|Adventurer|A: Change your favored enemy during a full heal-up.
245|Favored Enemy|Ranger|Champion|C: Your crit range vs. favored enemies expands by 1.
246|Favored Enemy|Ranger|Epic|E: Choose a second non-humanoid type as favored enemy.
247|Fey Queen’s Enchantments|Ranger|Adventurer|A: Choose which ability score to use for sorcerer spells you cast.
248|Fey Queen’s Enchantments|Ranger|Champion|C: You can choose from sorcerer at-will spells.
249|Fey Queen’s Enchantments|Ranger|Epic|E: Gain an additional sorcerer spell.
250|First Strike|Ranger|Adventurer|A: The crit range of your First Strike attacks expands by 1.
251|First Strike|Ranger|Champion|C: Once per day, deal triple damage with a First Strike crit.
252|First Strike|Ranger|Epic|E: Whenever you hit with a First Strike attack, you can reroll damage and take the best result.
253|Lethal Hunter|Ranger|Adventurer|A: Your crit range of Lethal Hunter attacks expands by 1.
254|Lethal Hunter|Ranger|Champion|C: Once per day, use Lethal Hunter against two enemies.
255|Lethal Hunter|Ranger|Epic|E: If the escalation die is 3+, your Lethal Hunter crits deal triple damage.
256|Ranger ex Cathedral|Ranger|Adventurer|A: Cast the cleric class feature heal spell once per battle.
257|Ranger ex Cathedral|Ranger|Champion|C: You can choose from cleric at-will spells.
258|Ranger ex Cathedral|Ranger|Epic|E: Gain an additional cleric spell.
259|Ranger’s Pet|Ranger|Adventurer|A: Your pet gains a third ability.
260|Ranger’s Pet|Ranger|Champion|C: Your pet gains a fourth ability.
261|Ranger’s Pet|Ranger|Epic|E: Your pet gains a fifth ability.
262|Tracker|Ranger|Adventurer|A: Use terrain stunt now in urban environments.
263|Tracker|Ranger|Champion|C: You can now track equally well in urban areas.
264|Tracker|Ranger|Epic|E: You can now track flying, teleporting, and other difficult to find creatures.
265|2-Weap Mastery|Ranger|Adventurer|A: Add your level to damage with missed melee attacks.
266|2-Weap Mastery|Ranger|Champion|C: Make an opportunity attack against an enemy who rolls a natural 1 against you with a melee attack.
267|2-Weap Mastery|Ranger|Epic|E: One battle per day, add twice your level to damage with missed attacks.
268|Animal Comp|Ranger|Adventurer|A: Once per day, companion can attack twice in a round.
269|Animal Comp|Ranger|Adventurer|A: Once per day, companion can make an enemy disengage check fail.
270|Animal Comp|Ranger|Adventurer|A: Once per day, reroll a companion’s missed attack.
271|Animal Comp|Ranger|Adventurer|A: Your companion adds the escalation die to its attacks.
272|Animal Comp|Ranger|Champion|C: Once per day, companion can force a reroll that hits it.
273|Animal Comp|Ranger|Champion|C: Your Lethal Hunter talent also applies to companion.
274|Animal Comp|Ranger|Champion|C: Increase companion’s PD and MD by +1.
275|Animal Comp|Ranger|Epic|E: Increase companion’s damage die by one size.
276|Animal Comp|Ranger|Epic|E: Increase companion’s AC by +1.
277|Bear|Ranger|Champion|C: Gains twice its level in temporary hp with each hit.
278|Snake|Ranger|Champion|C: Companion’s ongoing damage increases to 3 x your level.
279|Snake|Ranger|Epic|E: Companion’s ongoing damage increases to 4 x your level.
280|Sneak Attack|Rogue|Adventurer|A: Sneak Attack now works against lower initiative enemies in first round.
281|Sneak Attack|Rogue|Champion|C: Sneak Attack now works against confused, dazed or weakened enemies.
282|Sneak Attack|Rogue|Epic|E: Once per battle, replace normal miss damage with Sneak Attack damage.
283|Trap Sense|Rogue|Adventurer|A: The attack reroll option can also apply to a nearby ally of the rogue.
284|Trap Sense|Rogue|Champion|C: Gain a +3 bonus to skill check rerolls against traps.
285|Trap Sense|Rogue|Epic|E: Take only half damage from trap attacks.
286|Cunning|Rogue|Adventurer|A: Gain a +1 bonus to MD.
287|Cunning|Rogue|Champion|C: Once per battle, reroll a save against an effect that hit you by overcoming your MD.
288|Cunning|Rogue|Epic|E: As champion feat, but now reroll saves once per save.
289|Imp. Sneak Atk|Rogue|Adventurer|A: Once per day, you can use Sneak Attack vs. an invalid target.
290|Imp. Sneak Atk|Rogue|Champion|C: Once per day, roll d20s for your Sneak Attack damage instead of d8s.
291|Imp. Sneak Atk|Rogue|Epic|E: One battle per day, ignore the once-per-round limitation for Sneak Attack damage.
292|Murderous|Rogue|Adventurer|A: Gain +2 attack bonus vs. staggered enemies.
293|Murderous|Rogue|Champion|C: Your crit range vs. staggered enemies expands by 2.
294|Murderous|Rogue|Epic|E: Staggered enemies that make melee attacks against you and miss are vulnerable to your attacks.
295|Shadow Walk|Rogue|Adventurer|A: On a miss, you can still use your move action normally.
296|Shadow Walk|Rogue|Champion|C: Twice per day, reroll an attack following use of shadow walk.
297|Shadow Walk|Rogue|Epic|E: Twice per day, return from shadow walk somewhere you wouldn’t have been able to reach.
298|Smooth Talk|Rogue|Adventurer|A: Add your Cha mod to your Smooth Talk save.
299|Smooth Talk|Rogue|Champion|C: Success with Smooth Talk yields a 3-point positive relationship now.
300|Smooth Talk|Rogue|Epic|E: On failed Smooth Talk save, you a get 2-point conflicted relationship.
301|Thievery|Rogue|Adventurer|A: Gain thief’s strike as a bonus power.
302|Thievery|Rogue|Champion|C: Once per day, deal full damage with a thief’s strike attack instead of half damage.
303|Thievery|Rogue|Epic|E: Twice per level, steal with thief’s strike things that can’t normally be stolen.
304|Tumble|Rogue|Adventurer|A: Ignore the penalty for disengaging from more than one enemy.
305|Tumble|Rogue|Champion|C: One battle per day, succeed on first disengage check each turn.
306|Tumble|Rogue|Epic|E: Roll a hard save (16+) to tumble out of critical hits, taking damage equal to attacker’ level instead.
307|Assassin’s Gambit|Rogue|Epic|E: Once per turn, gain extra standard action with power if you drop a mook.
308|Bleeding Strike|Rogue|Adventurer|A: Ongoing damage to large or huge targets is 1d6 per level instead.
309|Bleeding Strike|Rogue|Champion|C: A natural even miss deals ongoing damage equal to your level.
310|Bleeding Strike|Rogue|Epic|E: Can use bleeding strike against enemies taking ongoing damage.
311|Deadly Thrust|Rogue|Adventurer|A: Add your Str mod to miss damage.
312|Deadly Thrust|Rogue|Champion|C: You can now target mooks with deadly thrust attacks.
313|Deadly Thrust|Rogue|Epic|E: Add 5 x Strength mod to hit damage, if you don’t include Sneak Attack.
314|Death’s Twin|Rogue|Epic|E: If your first death’s twin attack is natural 18+, you can also target the same creature with your second attack.
315|Deflection|Rogue|Adventurer|A: Also triggers on a ranged attack vs. AC.
316|Deflection|Rogue|Champion|C: Deflected attack now deals full damage.
317|Deflection|Rogue|Epic|E: Using the power no longer spends your momentum.
318|Evasive Strike|Rogue|Adventurer|A: If you drop target, you can pop free from all foes.
319|Evasive Strike|Rogue|Champion|C: On a natural even hit, +2 bonus to AC and PD against the next attack.
320|Evasive Strike|Rogue|Epic|E: As champion feat, but now also +2 MD.
321|Flying Blade|Rogue|Adventurer|A: On a crit, target is also dazed.
322|Flying Blade|Rogue|Champion|C: Attack roll doesn’t have to be even for Sneak Attack damage.
323|Flying Blade|Rogue|Epic|E: Use flying blade with ranged weapons.
324|Roll With It|Rogue|Adventurer|A: Also triggers on attack vs. PD.
325|Roll With It|Rogue|Champion|C: Also triggers on a ranged attack.
326|Roll With It|Rogue|Epic|E: Once per day, take damage equal to attacker’s level instead of half damage.
